Fire Name,Year,Fire_ID,Fire_SegID,Database,State,UTM_Zone,UTM_X,UTM_Y,Response,StormDate,GaugeDist_m,StormStart,StormEnd,StormDur_H,StormAccum_mm,StormAvgI_mm/h,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,ContributingArea_km2,PropHM23,dNBR/1000,KF,Acc015_mm,Acc030_mm,Acc060_mm,ID,Missing_Data,Latitude,Longitude,KF_Acc015
5,2002,5,102,Test,2,13,296165.713,4383606.668,0,2002-09-11 00:00:00,1038.05,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,2.0850599,0.622385979,0.553352356,0.192437,5.8425,5.84,5.84,191,0,39.57795585902666,-107.37326902716738,1.1243131725
5,2002,5,102,Test,2,13,296165.713,4383606.668,0,2002-09-12 00:00:00,1038.05,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,2.0850599,0.622385979,0.553352356,0.192437,1.27,1.525,1.78,192,0,39.57795585902666,-107.37326902716738,0.24439499
5,2002,5,103,Test,2,13,296089.463,4383540.418,0,2002-08-05 00:00:00,708.422832,2002-08-05 06:20:00,2002-08-05 21:50:00,16.0,14.732,0.92075,,23.368,11.938,0.5661895,0.705399017,0.629884094,0.175881,,11.684,11.938,193,1,39.577341299733035,-107.37413574110249,
5,2002,5,103,Test,2,13,296089.463,4383540.418,0,2002-09-11 00:00:00,954.720855,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,0.5661895,0.705399017,0.629884094,0.175881,5.8425,5.84,5.84,194,0,39.577341299733035,-107.37413574110249,1.0275847425000002
5,2002,5,103,Test,2,13,296089.463,4383540.418,0,2002-09-12 00:00:00,954.720855,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,0.5661895,0.705399017,0.629884094,0.175881,1.27,1.525,1.78,195,0,39.577341299733035,-107.37413574110249,0.22336887000000002
5,2002,5,104,Test,2,13,296486.963,4383420.418,0,2002-08-05 00:00:00,528.418704,2002-08-05 06:20:00,2002-08-05 21:50:00,16.0,14.732,0.92075,,23.368,11.938,1.0742046,0.18169241,0.623940613,0.1745758,,11.684,11.938,196,1,39.57635540793373,-107.36947455352441,
5,2002,5,104,Test,2,13,296486.963,4383420.418,0,2002-09-11 00:00:00,1207.89,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,1.0742046,0.18169241,0.623940613,0.1745758,5.8425,5.84,5.84,197,0,39.57635540793373,-107.36947455352441,1.0199591115
5,2002,5,104,Test,2,13,296486.963,4383420.418,0,2002-09-12 00:00:00,1207.89,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,1.0742046,0.18169241,0.623940613,0.1745758,1.27,1.525,1.78,198,0,39.57635540793373,-107.36947455352441,0.22171126600000002
5,2002,5,105,Test,2,13,296284.463,4383297.918,0,2002-08-05 00:00:00,824.92299,2002-08-05 06:20:00,2002-08-05 21:50:00,16.0,14.732,0.92075,,23.368,11.938,1.9062867,0.718504562,0.640730957,0.1769435,,11.684,11.938,199,1,39.57520448940982,-107.37179273188288,
5,2002,5,105,Test,2,13,296284.463,4383297.918,0,2002-09-11 00:00:00,865.48368,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,1.9062867,0.718504562,0.640730957,0.1769435,5.8425,5.84,5.84,200,0,39.57520448940982,-107.37179273188288,1.0337923987500002
5,2002,5,105,Test,2,13,296284.463,4383297.918,0,2002-09-12 00:00:00,865.48368,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,1.9062867,0.718504562,0.640730957,0.1769435,1.27,1.525,1.78,201,0,39.57520448940982,-107.37179273188288,0.224718245
5,2002,5,106,Test,2,13,296291.963,4383130.418,0,2002-08-05 00:00:00,828.880141,2002-08-05 06:32:00,2002-08-05 21:50:00,15.317,10.67,0.7,36.58,18.29,9.4,1.5109684,0.681281509,0.587880676,0.175462,9.145,9.145,9.4,202,0,39.57369831399633,-107.37165406697923,1.60459999
5,2002,5,106,Test,2,13,296291.963,4383130.418,0,2002-09-11 00:00:00,828.880141,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,1.5109684,0.681281509,0.587880676,0.175462,5.8425,5.84,5.84,203,0,39.57369831399633,-107.37165406697923,1.025136735
5,2002,5,106,Test,2,13,296291.963,4383130.418,0,2002-09-12 00:00:00,828.880141,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,1.5109684,0.681281509,0.587880676,0.175462,1.27,1.525,1.78,204,0,39.57369831399633,-107.37165406697923,0.22283674
5,2002,5,107,Test,2,13,296091.963,4382710.418,0,2002-10-02 00:00:00,558.768668,2002-10-02 19:13:00,2002-10-03 07:15:00,12.05,27.94,2.32,15.24,13.21,9.65,0.52456,0.587621346,0.645115173,0.1699999,3.81,6.605,9.65,205,0,39.56986964055695,-107.37385164438604,0.6476996190000001
5,2002,5,107,Test,2,13,296091.963,4382710.418,1,2002-08-05 00:00:00,558.768668,2002-08-05 06:32:00,2002-08-05 21:50:00,15.317,10.67,0.7,36.58,18.29,9.4,0.52456,0.587621346,0.645115173,0.1699999,9.145,9.145,9.4,206,0,39.56986964055695,-107.37385164438604,1.5546490855
5,2002,5,107,Test,2,13,296091.963,4382710.418,0,2002-09-11 00:00:00,558.768668,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,0.52456,0.587621346,0.645115173,0.1699999,5.8425,5.84,5.84,207,0,39.56986964055695,-107.37385164438604,0.9932244157500001
5,2002,5,107,Test,2,13,296091.963,4382710.418,0,2002-09-12 00:00:00,558.768668,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,0.52456,0.587621346,0.645115173,0.1699999,1.27,1.525,1.78,208,0,39.56986964055695,-107.37385164438604,0.21589987300000002
5,2002,5,108,Test,2,13,296176.963,4382755.418,1,2002-08-05 00:00:00,759.775027,2002-08-05 06:32:00,2002-08-05 21:50:00,15.317,10.67,0.7,36.58,18.29,9.4,0.04626,0.387358055,0.503541443,0.17,9.145,9.145,9.4,209,0,39.57029496725126,-107.37287670805978,1.55465
5,2002,5,108,Test,2,13,296176.963,4382755.418,0,2002-09-11 00:00:00,759.775027,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,0.04626,0.387358055,0.503541443,0.17,5.8425,5.84,5.84,210,0,39.57029496725126,-107.37287670805978,0.9932250000000001
5,2002,5,108,Test,2,13,296176.963,4382755.418,0,2002-09-12 00:00:00,759.775027,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,0.04626,0.387358055,0.503541443,0.17,1.27,1.525,1.78,211,0,39.57029496725126,-107.37287670805978,0.2159
5,2002,5,109,Test,2,13,296004.463,4382580.418,0,2002-10-02 00:00:00,473.104463,2002-10-02 19:07:00,2002-10-03 05:47:00,10.667,21.59,2.02,10.16,8.13,6.35,0.027444,0.543432236,0.651393127,0.260501,2.54,4.065,6.35,212,0,39.56867848048505,-107.37482952826733,0.66167254
5,2002,5,109,Test,2,13,296004.463,4382580.418,1,2002-08-05 00:00:00,473.104463,2002-08-05 06:45:00,2002-08-05 21:40:00,14.933,9.91,0.66,33.53,17.27,8.64,0.027444,0.543432236,0.651393127,0.260501,8.3825,8.635,8.64,213,0,39.56867848048505,-107.37482952826733,2.1836496325
5,2002,5,109,Test,2,13,296004.463,4382580.418,0,2002-09-11 00:00:00,473.104463,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.027444,0.543432236,0.651393127,0.260501,4.825,4.825,4.83,214,0,39.56867848048505,-107.37482952826733,1.2569173249999999
5,2002,5,109,Test,2,13,296004.463,4382580.418,0,2002-09-12 00:00:00,473.104463,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.027444,0.543432236,0.651393127,0.260501,0.7625,1.015,1.02,215,0,39.56867848048505,-107.37482952826733,0.19863201249999998
5,2002,5,110,Test,2,13,291544.463,4382432.918,0,2002-08-05 00:00:00,913.877237,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.6008,0.482693863,0.479534943,0.33,,,3.302,216,1,39.56627831958933,-107.42666139376638,
5,2002,5,111,Test,2,13,296111.963,4382390.418,0,2002-08-05 00:00:00,639.868285,2002-08-05 06:45:00,2002-08-05 21:40:00,14.933,9.91,0.66,33.53,17.27,8.64,0.0583125,0.301870842,0.652141541,0.3223613,8.3825,8.635,8.64,217,0,39.56699352286125,-107.37352071331007,2.7021935972500004
5,2002,5,111,Test,2,13,296111.963,4382390.418,0,2002-09-11 00:00:00,639.868285,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.0583125,0.301870842,0.652141541,0.3223613,4.825,4.825,4.83,218,0,39.56699352286125,-107.37352071331007,1.5553932725000001
5,2002,5,111,Test,2,13,296111.963,4382390.418,0,2002-09-12 00:00:00,639.868285,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.0583125,0.301870842,0.652141541,0.3223613,0.7625,1.015,1.02,219,0,39.56699352286125,-107.37352071331007,0.24580049125
5,2002,5,112,Test,2,13,291779.463,4382277.918,0,2002-08-05 00:00:00,566.247609,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.2581158,0.525882149,0.536493774,0.33,,,3.302,220,1,39.56494002317729,-107.42387941376089,
5,2002,5,113,Test,2,13,292661.963,4382260.418,0,2002-08-05 00:00:00,703.93926,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,2.4233956,0.003136103,0.135432953,0.1862742,,,3.302,221,1,39.564996232082315,-107.41360940826989,
5,2002,5,113,Test,2,13,292661.963,4382260.418,0,2002-09-11 00:00:00,3987.29,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,2.4233956,0.003136103,0.135432953,0.1862742,4.825,4.825,4.83,222,0,39.564996232082315,-107.41360940826989,0.8987730150000001
5,2002,5,113,Test,2,13,292661.963,4382260.418,0,2002-09-12 00:00:00,3987.29,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,2.4233956,0.003136103,0.135432953,0.1862742,0.7625,1.015,1.02,223,0,39.564996232082315,-107.41360940826989,0.1420340775
5,2002,5,114,Test,2,13,292896.963,4382080.418,0,2002-08-05 00:00:00,1000.23,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,7.4286041,0.018586514,0.199569992,0.2036364,,,3.302,224,1,39.56343255119802,-107.41081991857418,
5,2002,5,114,Test,2,13,292896.963,4382080.418,0,2002-09-11 00:00:00,3677.62,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,7.4286041,0.018586514,0.199569992,0.2036364,4.825,4.825,4.83,225,0,39.56343255119802,-107.41081991857418,0.9825456300000001
5,2002,5,114,Test,2,13,292896.963,4382080.418,0,2002-09-12 00:00:00,3677.62,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,7.4286041,0.018586514,0.199569992,0.2036364,0.7625,1.015,1.02,226,0,39.56343255119802,-107.41081991857418,0.15527275499999998
5,2002,5,115,Test,2,13,293241.963,4381920.418,0,2002-08-05 00:00:00,1416.67,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.4841385,0.128048353,0.311480804,0.2392458,,,3.302,227,1,39.562075365984555,-107.40675739439835,
5,2002,5,115,Test,2,13,293241.963,4381920.418,0,2002-09-11 00:00:00,3304.68,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.4841385,0.128048353,0.311480804,0.2392458,4.825,4.825,4.83,228,0,39.562075365984555,-107.40675739439835,1.154360985
5,2002,5,115,Test,2,13,293241.963,4381920.418,0,2002-09-12 00:00:00,3304.68,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.4841385,0.128048353,0.311480804,0.2392458,0.7625,1.015,1.02,229,0,39.562075365984555,-107.40675739439835,0.1824249225
5,2002,5,116,Test,2,13,292721.963,4381970.418,0,2002-08-05 00:00:00,846.631408,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.2196818,0.522286263,0.628875305,0.33,,,3.302,230,1,39.56240001418827,-107.41282100577261,
5,2002,5,116,Test,2,13,292721.963,4381970.418,0,2002-09-11 00:00:00,3831.19,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.2196818,0.522286263,0.628875305,0.33,4.825,4.825,4.83,231,0,39.56240001418827,-107.41282100577261,1.5922500000000002
5,2002,5,116,Test,2,13,292721.963,4381970.418,0,2002-09-12 00:00:00,3831.19,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.2196818,0.522286263,0.628875305,0.33,0.7625,1.015,1.02,232,0,39.56240001418827,-107.41282100577261,0.251625
5,2002,5,117,Test,2,13,293351.963,4381762.918,0,2002-08-05 00:00:00,1593.15,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.021,0.623837814,0.694655762,0.3300001,,,3.302,233,1,39.5606839705631,-107.40542899311833,
5,2002,5,117,Test,2,13,293351.963,4381762.918,0,2002-09-11 00:00:00,3245.83,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.021,0.623837814,0.694655762,0.3300001,4.825,4.825,4.83,234,0,39.5606839705631,-107.40542899311833,1.5922504825000001
5,2002,5,117,Test,2,13,293351.963,4381762.918,0,2002-09-12 00:00:00,3245.83,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.021,0.623837814,0.694655762,0.3300001,0.7625,1.015,1.02,235,0,39.5606839705631,-107.40542899311833,0.25162507625
5,2002,5,118,Test,2,13,295221.963,4381955.418,0,2002-08-05 00:00:00,922.589215,2002-08-05 06:45:00,2002-08-05 21:40:00,14.933,9.91,0.66,33.53,17.27,8.64,0.3378478,0.0,0.177362747,0.2446651,8.3825,8.635,8.64,236,0,39.56286535428313,-107.38373890327651,2.05090520075
5,2002,5,118,Test,2,13,295221.963,4381955.418,0,2002-09-11 00:00:00,922.589215,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.3378478,0.0,0.177362747,0.2446651,4.825,4.825,4.83,237,0,39.56286535428313,-107.38373890327651,1.1805091075
5,2002,5,118,Test,2,13,295221.963,4381955.418,0,2002-09-12 00:00:00,922.589215,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.3378478,0.0,0.177362747,0.2446651,0.7625,1.015,1.02,238,0,39.56286535428313,-107.38373890327651,0.18655713875
5,2002,5,119,Test,2,13,295676.963,4381650.418,0,2002-08-05 00:00:00,765.433192,2002-08-05 06:45:00,2002-08-05 21:40:00,14.933,9.91,0.66,33.53,17.27,8.64,7.0096798,0.191526909,0.406839935,0.3257576,8.3825,8.635,8.64,239,0,39.56022801619616,-107.37835287555849,2.730663082
5,2002,5,119,Test,2,13,295676.963,4381650.418,0,2002-09-11 00:00:00,765.433192,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,7.0096798,0.191526909,0.406839935,0.3257576,4.825,4.825,4.83,240,0,39.56022801619616,-107.37835287555849,1.57178042
5,2002,5,119,Test,2,13,295676.963,4381650.418,0,2002-09-12 00:00:00,765.433192,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,7.0096798,0.191526909,0.406839935,0.3257576,0.7625,1.015,1.02,241,0,39.56022801619616,-107.37835287555849,0.24839016999999997
5,2002,5,120,Test,2,13,297451.963,4382460.418,0,2002-08-05 00:00:00,2142.48,2002-08-05 06:20:00,2002-08-05 21:50:00,16.0,14.732,0.92075,,23.368,11.938,1.890005,0.251763153,0.443676025,0.251361,,11.684,11.938,242,1,39.56794118845505,-107.35795517723679,
5,2002,5,120,Test,2,13,297451.963,4382460.418,0,2002-09-11 00:00:00,2248.75,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,1.890005,0.251763153,0.443676025,0.251361,4.825,4.825,4.83,243,0,39.56794118845505,-107.35795517723679,1.212816825
5,2002,5,120,Test,2,13,297451.963,4382460.418,0,2002-09-12 00:00:00,2248.75,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,1.890005,0.251763153,0.443676025,0.251361,0.7625,1.015,1.02,244,0,39.56794118845505,-107.35795517723679,0.1916627625
5,2002,5,121,Test,2,13,297814.463,4382542.918,0,2002-08-05 00:00:00,2256.36,2002-08-05 06:20:00,2002-08-05 21:50:00,16.0,14.732,0.92075,,23.368,11.938,0.1176333,0.034358857,0.261087128,0.1769961,,11.684,11.938,245,1,39.56876944907439,-107.35376362030762,
5,2002,5,121,Test,2,13,297814.463,4382542.918,0,2002-09-11 00:00:00,2761.61,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,0.1176333,0.034358857,0.261087128,0.1769961,5.8425,5.84,5.84,246,0,39.56876944907439,-107.35376362030762,1.03409971425
5,2002,5,121,Test,2,13,297814.463,4382542.918,0,2002-09-12 00:00:00,2761.61,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,0.1176333,0.034358857,0.261087128,0.1769961,1.27,1.525,1.78,247,0,39.56876944907439,-107.35376362030762,0.224785047
5,2002,5,122,Test,2,13,298031.963,4382430.418,0,2002-08-05 00:00:00,2579.51,2002-08-05 06:20:00,2002-08-05 21:50:00,16.0,14.732,0.92075,,23.368,11.938,0.487235,0.157845984,0.482810272,0.173284,,11.684,11.938,248,1,39.56780786907288,-107.35119934699962,
5,2002,5,122,Test,2,13,298031.963,4382430.418,0,2002-09-11 00:00:00,3085.53,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.487235,0.157845984,0.482810272,0.173284,4.825,4.825,4.83,249,0,39.56780786907288,-107.35119934699962,0.8360953
5,2002,5,122,Test,2,13,298031.963,4382430.418,0,2002-09-12 00:00:00,3085.53,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.487235,0.157845984,0.482810272,0.173284,0.7625,1.015,1.02,250,0,39.56780786907288,-107.35119934699962,0.13212905
5,2002,5,123,Test,2,13,295999.463,4381742.918,0,2002-08-05 00:00:00,933.35085,2002-08-05 06:45:00,2002-08-05 21:40:00,14.933,9.91,0.66,33.53,17.27,8.64,0.1068909,0.074948463,0.541216126,0.3299999,8.3825,8.635,8.64,251,0,39.561137510192935,-107.37463036722181,2.7662241617500003
5,2002,5,123,Test,2,13,295999.463,4381742.918,0,2002-09-11 00:00:00,933.35085,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.1068909,0.074948463,0.541216126,0.3299999,4.825,4.825,4.83,252,0,39.561137510192935,-107.37463036722181,1.5922495175000002
5,2002,5,123,Test,2,13,295999.463,4381742.918,0,2002-09-12 00:00:00,933.35085,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.1068909,0.074948463,0.541216126,0.3299999,0.7625,1.015,1.02,253,0,39.561137510192935,-107.37463036722181,0.25162492375
5,2002,5,124,Test,2,13,294731.963,4381990.418,0,2002-08-05 00:00:00,1334.28,2002-08-05 06:45:00,2002-08-05 21:40:00,14.933,9.91,0.66,33.53,17.27,8.64,1.95268,0.07137361,0.225529709,0.1907992,8.3825,8.635,8.64,254,0,39.56306334502911,-107.38944896559421,1.599374294
5,2002,5,124,Test,2,13,294731.963,4381990.418,0,2002-09-11 00:00:00,1334.28,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,1.95268,0.07137361,0.225529709,0.1907992,4.825,4.825,4.83,255,0,39.56306334502911,-107.38944896559421,0.9206061400000001
5,2002,5,124,Test,2,13,294731.963,4381990.418,0,2002-09-12 00:00:00,1334.28,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,1.95268,0.07137361,0.225529709,0.1907992,0.7625,1.015,1.02,256,0,39.56306334502911,-107.38944896559421,0.14548439
5,2002,5,125,Test,2,13,294494.463,4381657.918,0,2002-08-05 00:00:00,1810.81,2002-08-05 06:45:00,2002-08-05 21:40:00,14.933,9.91,0.66,33.53,17.27,8.64,0.075215,0.358599014,0.436162933,0.33,8.3825,8.635,8.64,257,0,39.56001311618826,-107.39210845781413,2.7662250000000004
5,2002,5,125,Test,2,13,294494.463,4381657.918,0,2002-09-11 00:00:00,1810.81,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.075215,0.358599014,0.436162933,0.33,4.825,4.825,4.83,258,0,39.56001311618826,-107.39210845781413,1.5922500000000002
5,2002,5,125,Test,2,13,294494.463,4381657.918,0,2002-09-12 00:00:00,1810.81,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.075215,0.358599014,0.436162933,0.33,0.7625,1.015,1.02,259,0,39.56001311618826,-107.39210845781413,0.251625
5,2002,5,126,Test,2,13,293651.963,4381600.418,0,2002-08-05 00:00:00,2076.74,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.1118647,0.040318146,0.383664215,0.3299999,,,3.302,260,1,39.55929326052175,-107.40188931896823,
5,2002,5,126,Test,2,13,293651.963,4381600.418,0,2002-09-11 00:00:00,2811.25,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.1118647,0.040318146,0.383664215,0.3299999,4.825,4.825,4.83,261,0,39.55929326052175,-107.40188931896823,1.5922495175000002
5,2002,5,126,Test,2,13,293651.963,4381600.418,0,2002-09-12 00:00:00,2811.25,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.1118647,0.040318146,0.383664215,0.3299999,0.7625,1.015,1.02,262,0,39.55929326052175,-107.40188931896823,0.25162492375
5,2002,5,127,Test,2,13,294621.963,4381560.418,0,2002-08-05 00:00:00,1765.92,2002-08-05 06:45:00,2002-08-05 21:40:00,14.933,9.91,0.66,33.53,17.27,8.64,0.024,0.843207016,0.645616272,0.3300001,8.3825,8.635,8.64,263,0,39.5591658893912,-107.39059540484034,2.7662258382500005
5,2002,5,127,Test,2,13,294621.963,4381560.418,0,2002-09-11 00:00:00,1765.92,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.024,0.843207016,0.645616272,0.3300001,4.825,4.825,4.83,264,0,39.5591658893912,-107.39059540484034,1.5922504825000001
5,2002,5,127,Test,2,13,294621.963,4381560.418,0,2002-09-12 00:00:00,1765.92,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.024,0.843207016,0.645616272,0.3300001,0.7625,1.015,1.02,265,0,39.5591658893912,-107.39059540484034,0.25162507625
5,2002,5,128,Test,2,13,298821.963,4382180.418,0,2002-08-05 00:00:00,3561.7,2002-08-05 06:20:00,2002-08-05 21:50:00,16.0,14.732,0.92075,,23.368,11.938,1.7187001,0.028743773,0.171717636,0.2669068,,11.684,11.938,266,1,39.565742790323114,-107.34193407589595,
5,2002,5,129,Test,2,13,297051.963,4382560.418,0,2002-08-05 00:00:00,1636.14,2002-08-05 06:20:00,2002-08-05 21:50:00,16.0,14.732,0.92075,,23.368,11.938,0.2275167,0.015384047,0.242337814,0.17035,,11.684,11.938,267,1,39.56874691831848,-107.36263862087914,
5,2002,5,129,Test,2,13,297051.963,4382560.418,0,2002-09-11 00:00:00,1745.82,2002-09-11 04:15:00,2002-09-11 20:44:00,16.483,8.38,0.51,23.37,11.68,5.84,0.2275167,0.015384047,0.242337814,0.17035,5.8425,5.84,5.84,268,0,39.56874691831848,-107.36263862087914,0.9952698750000001
5,2002,5,129,Test,2,13,297051.963,4382560.418,0,2002-09-12 00:00:00,1745.82,2002-09-12 05:16:00,2002-09-13 06:30:00,25.25,5.08,0.2,5.08,3.05,1.78,0.2275167,0.015384047,0.242337814,0.17035,1.27,1.525,1.78,269,0,39.56874691831848,-107.36263862087914,0.2163445
5,2002,5,130,Test,2,13,293706.963,4381515.418,0,2002-08-05 00:00:00,2154.77,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.0216111,0.023334253,0.26645044,0.3300001,,,3.302,270,1,39.55854126851272,-107.40122324559044,
5,2002,5,130,Test,2,13,293706.963,4381515.418,0,2002-09-11 00:00:00,2825.7,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.0216111,0.023334253,0.26645044,0.3300001,4.825,4.825,4.83,271,0,39.55854126851272,-107.40122324559044,1.5922504825000001
5,2002,5,130,Test,2,13,293706.963,4381515.418,0,2002-09-12 00:00:00,2825.7,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.0216111,0.023334253,0.26645044,0.3300001,0.7625,1.015,1.02,272,0,39.55854126851272,-107.40122324559044,0.25162507625
5,2002,5,131,Test,2,13,293791.963,4381550.418,0,2002-08-05 00:00:00,2234.24,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.06295,0.077983775,0.391966522,0.33,,,3.302,273,1,39.55887679028226,-107.40024553874525,
5,2002,5,131,Test,2,13,293791.963,4381550.418,0,2002-09-11 00:00:00,2748.41,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.06295,0.077983775,0.391966522,0.33,4.825,4.825,4.83,274,0,39.55887679028226,-107.40024553874525,1.5922500000000002
5,2002,5,131,Test,2,13,293791.963,4381550.418,0,2002-09-12 00:00:00,2748.41,2002-09-12 05:08:00,2002-09-13 06:09:00,25.033,4.57,0.18,3.05,2.03,1.02,0.06295,0.077983775,0.391966522,0.33,0.7625,1.015,1.02,275,0,39.55887679028226,-107.40024553874525,0.251625
5,2002,5,132,Test,2,13,293348.213,4381546.668,0,2002-08-05 00:00:00,1776.37,2002-08-05 20:39:00,2002-08-05 21:39:00,2.0,4.064,2.032,,,3.302,0.025081,0.955695343,0.775621155,0.33,,,3.302,276,1,39.55873627020922,-107.4054053195231,
5,2002,5,132,Test,2,13,293348.213,4381546.668,0,2002-09-11 00:00:00,3096.95,2002-09-11 04:29:00,2002-09-11 20:19:00,15.85,7.37,0.46,19.3,9.65,4.83,0.025081,0.955695343,0.775621155,0.33,4.825,4.825,4.83,277,0,39.55873627020922,-107.4054053195231,1.5922500000000002
